"","0","1","2","3","4","5","6","7","8","9"
"0",-0.0120438241904974,-0.139589622983593,-0.0199023666000286,-0.0234638930720692,-0.020032186771914,-0.051915014749838,-0.0187740689539027,0.0532896896126687,-0.00116681500291094,-0.0189242933707874
"1",-0.471513711362078,-0.356953297290591,-0.52748897522315,-0.428188736857727,-0.188385506387185,-0.215169545243974,-0.23896746314702,-0.143550154229047,-0.226146489441035,-0.529604409371416
"2",0.00753274786925573,-0.155181480572459,0,-0.000447549925887358,-0.0211679684623007,-0.123601665645907,-0.000103006633466407,-0.0363628468614934,0.0120066541306443,0
"3",-0.219849704319834,-0.345699394815945,-0.15009766716512,-0.00814963047222506,-0.0410679038531896,-0.162059723308595,-0.00142949248639468,-0.06917136056083,-0.0170347138578677,0
"4",-1.48371039223615,-1.42040555264001,-1.87316550617255,-1.91860949875975,0,-0.00629064219283748,-1.08225579188553,0,0,-1.87751360637385
"5",-3.5170187266547,-2.54144485882023,-3.70689924479145,-3.73280079837705,-0.00957857253824557,-0.0204760219550266,-1.95700724181654,-0.0153013794588865,-0.0136936285122644,-4.28694720167695
"6",-0.24863180309751,-1.02605740142388,-0.0864625201439537,-0.038744771226078,0.0281053635270609,-0.133005705901752,-0.00126618735583861,-0.022762669457336,-0.0239891476101377,0
"7",-3.75081945662333,-2.75514304614209,-3.86983665303981,-3.77396094975213,0,-0.0122443928438081,-1.67960347069635,0,0,-3.86982727050781
"8",-1.36582513757655,-1.4168229833038,-1.69071561123462,-1.74806581694504,0,-0.00456773798156007,-1.08256350623236,0,0,-1.65192413330078
"9",0,-0.149621057225971,0,0,0.0881908881955127,-0.16349050710258,0,-0.0579071044921875,0.11431884765625,0
